0,1,0.0058
0,2,0.0015
0,3,0.0817
0,4,0.0022
0,5,0.0111
0,6,0.0059
0,7,0.0037
0,8,0.0123
0,9,0.0119
0,10,0.0437
0,11,0.0284
0,12,0.0031
0,13,0.0060
0,14,0.0419
0,15,0.0075
0,16,0.0953
0,17,0.0015
0,18,0.0179
0,19,0.0737
0,20,0.0119
0,21,0.1118
0,22,0.0108
0,23,0.0013
0,24,0.0080
0,25,0.0114
0,26,0.0523
0,27,0.0027
0,28,0.0083
0,29,0.0232
0,30,0.0085
0,31,0.0426
0,32,0.0099
0,33,0.0075
0,34,0.1074
0,35,0.1121
0,36,0.0007
0,37,0.0147
1,0,0.0429
1,2,0.0074
1,3,0.0382
1,4,0.0037
1,5,0.0132
1,6,0.0030
1,7,0.0133
1,8,0.0086
1,9,0.0099
1,10,0.0504
1,11,0.0196
1,12,0.0026
1,13,0.0042
1,14,0.0704
1,15,0.0409
1,16,0.0873
1,17,0.0021
1,18,0.0056
1,19,0.0613
1,20,0.0116
1,21,0.0832
1,22,0.0051
1,23,0.0019
1,24,0.0062
1,25,0.0146
1,26,0.0547
1,27,0.0028
1,28,0.0603
1,29,0.0121
1,30,0.0078
1,31,0.0456
1,32,0.0045
1,33,0.0045
1,34,0.0857
1,35,0.0909
1,36,0.0026
1,37,0.0212
2,0,0.0464
2,1,0.0315
2,3,0.0373
2,4,0.0089
2,5,0.0174
2,6,0.0097
2,7,0.0215
2,8,0.0159
2,9,0.0153
2,10,0.0441
2,11,0.0196
2,12,0.0089
2,13,0.0089
2,14,0.0429
2,15,0.0264
2,16,0.0701
2,17,0.0086
2,18,0.0131
2,19,0.0628
2,20,0.0195
2,21,0.0663
2,22,0.0134
2,23,0.0083
2,24,0.0111
2,25,0.0178
2,26,0.0423
2,27,0.0097
2,28,0.0281
2,29,0.0172
2,30,0.0141
2,31,0.0475
2,32,0.0125
2,33,0.0117
2,34,0.0637
2,35,0.0706
2,36,0.0082
2,37,0.0285
3,0,0.0884
3,1,0.0056
3,2,0.0013
3,4,0.0023
3,5,0.0111
3,6,0.0063
3,7,0.0034
3,8,0.0179
3,9,0.0129
3,10,0.0541
3,11,0.0235
3,12,0.0030
3,13,0.0065
3,14,0.0442
3,15,0.0083
3,16,0.0884
3,17,0.0016
3,18,0.0177
3,19,0.0765
3,20,0.0106
3,21,0.1059
3,22,0.0085
3,23,0.0017
3,24,0.0066
3,25,0.0163
3,26,0.0478
3,27,0.0026
3,28,0.0083
3,29,0.0202
3,30,0.0089
3,31,0.0502
3,32,0.0102
3,33,0.0076
3,34,0.0992
3,35,0.1049
3,36,0.0008
3,37,0.0168
4,0,0.0479
4,1,0.0108
4,2,0.0061
4,3,0.0464
4,5,0.0114
4,6,0.0134
4,7,0.0092
4,8,0.0180
4,9,0.0120
4,10,0.0371
4,11,0.0460
4,12,0.0121
4,13,0.0185
4,14,0.1013
4,15,0.0145
4,16,0.0756
4,17,0.0091
4,18,0.0186
4,19,0.0445
4,20,0.0098
4,21,0.0838
4,22,0.0100
4,23,0.0064
4,24,0.0101
4,25,0.0129
4,26,0.0231
4,27,0.0099
4,28,0.0201
4,29,0.0153
4,30,0.0120
4,31,0.0321
4,32,0.0153
4,33,0.0119
4,34,0.0750
4,35,0.0772
4,36,0.0062
4,37,0.0163
5,0,0.0571
5,1,0.0091
5,2,0.0028
5,3,0.0527
5,4,0.0027
5,6,0.0046
5,7,0.0060
5,8,0.0079
5,9,0.0842
5,10,0.0512
5,11,0.0232
5,12,0.0034
5,13,0.0048
5,14,0.0483
5,15,0.0081
5,16,0.0678
5,17,0.0022
5,18,0.0130
5,19,0.0757
5,20,0.0094
5,21,0.0883
5,22,0.0079
5,23,0.0018
5,24,0.0084
5,25,0.0113
5,26,0.0471
5,27,0.0034
5,28,0.0125
5,29,0.0219
5,30,0.0083
5,31,0.0525
5,32,0.0061
5,33,0.0134
5,34,0.0802
5,35,0.0840
5,36,0.0021
5,37,0.0163
6,0,0.0745
6,1,0.0052
6,2,0.0039
6,3,0.0740
6,4,0.0078
6,5,0.0113
6,7,0.0049
6,8,0.0132
6,9,0.0139
6,10,0.0540
6,11,0.0306
6,12,0.0100
6,13,0.0217
6,14,0.0341
6,15,0.0063
6,16,0.0545
6,17,0.0073
6,18,0.0380
6,19,0.0563
6,20,0.0103
6,21,0.0809
6,22,0.0095
6,23,0.0061
6,24,0.0118
6,25,0.0102
6,26,0.0299
6,27,0.0097
6,28,0.0069
6,29,0.0281
6,30,0.0163
6,31,0.0534
6,32,0.0173
6,33,0.0156
6,34,0.0713
6,35,0.0728
6,36,0.0036
6,37,0.0251
7,0,0.0483
7,1,0.0237
7,2,0.0090
7,3,0.0417
7,4,0.0056
7,5,0.0153
7,6,0.0051
7,8,0.0092
7,9,0.0117
7,10,0.0532
7,11,0.0199
7,12,0.0045
7,13,0.0067
7,14,0.0643
7,15,0.0245
7,16,0.0918
7,17,0.0045
7,18,0.0085
7,19,0.0585
7,20,0.0134
7,21,0.0792
7,22,0.0076
7,23,0.0038
7,24,0.0069
7,25,0.0160
7,26,0.0560
7,27,0.0046
7,28,0.0250
7,29,0.0148
7,30,0.0116
7,31,0.0477
7,32,0.0065
7,33,0.0063
7,34,0.0794
7,35,0.0857
7,36,0.0037
7,37,0.0257
8,0,0.0745
8,1,0.0071
8,2,0.0030
8,3,0.1007
8,4,0.0051
8,5,0.0093
8,6,0.0063
8,7,0.0042
8,9,0.0108
8,10,0.0460
8,11,0.0195
8,12,0.0048
8,13,0.0093
8,14,0.0385
8,15,0.0143
8,16,0.0923
8,17,0.0030
8,18,0.0150
8,19,0.0664
8,20,0.0126
8,21,0.0814
8,22,0.0075
8,23,0.0052
8,24,0.0070
8,25,0.0288
8,26,0.0352
8,27,0.0040
8,28,0.0097
8,29,0.0188
8,30,0.0077
8,31,0.0438
8,32,0.0162
8,33,0.0071
8,34,0.0803
8,35,0.0859
8,36,0.0019
8,37,0.0168
9,0,0.0577
9,1,0.0065
9,2,0.0023
9,3,0.0576
9,4,0.0027
9,5,0.0791
9,6,0.0053
9,7,0.0043
9,8,0.0086
9,10,0.0448
9,11,0.0260
9,12,0.0034
9,13,0.0056
9,14,0.0445
9,15,0.0063
9,16,0.0692
9,17,0.0021
9,18,0.0146
9,19,0.0788
9,20,0.0071
9,21,0.0945
9,22,0.0072
9,23,0.0019
9,24,0.0080
9,25,0.0098
9,26,0.0453
9,27,0.0035
9,28,0.0090
9,29,0.0241
9,30,0.0067
9,31,0.0450
9,32,0.0066
9,33,0.0190
9,34,0.0866
9,35,0.0902
9,36,0.0017
9,37,0.0143
10,0,0.0659
10,1,0.0102
10,2,0.0021
10,3,0.0753
10,4,0.0026
10,5,0.0150
10,6,0.0064
10,7,0.0061
10,8,0.0114
10,9,0.0139
10,11,0.0193
10,12,0.0023
10,13,0.0072
10,14,0.0594
10,15,0.0092
10,16,0.0766
10,17,0.0019
10,18,0.0124
10,19,0.0801
10,20,0.0100
10,21,0.0883
10,22,0.0059
10,23,0.0016
10,24,0.0043
10,25,0.0193
10,26,0.0473
10,27,0.0025
10,28,0.0134
10,29,0.0137
10,30,0.0098
10,31,0.0878
10,32,0.0061
10,33,0.0072
10,34,0.0854
10,35,0.0912
10,36,0.0010
10,37,0.0278
11,0,0.0633
11,1,0.0059
11,2,0.0014
11,3,0.0484
11,4,0.0047
11,5,0.0100
11,6,0.0054
11,7,0.0034
11,8,0.0071
11,9,0.0119
11,10,0.0286
11,12,0.0027
11,13,0.0048
11,14,0.0712
11,15,0.0067
11,16,0.0941
11,17,0.0016
11,18,0.0144
11,19,0.0643
11,20,0.0050
11,21,0.1349
11,22,0.0084
11,23,0.0011
11,24,0.0097
11,25,0.0061
11,26,0.0463
11,27,0.0024
11,28,0.0117
11,29,0.0161
11,30,0.0063
11,31,0.0239
11,32,0.0079
11,33,0.0089
11,34,0.1250
11,35,0.1269
11,36,0.0010
11,37,0.0083
12,0,0.0692
