0,1,189
0,2,485
0,3,1966
0,4,125
0,5,101
0,6,151
0,7,798
0,8,162
0,9,699
0,10,1575
0,11,1631
0,12,406
0,13,1366
0,14,112
0,15,2334
0,16,1128
0,17,705
0,18,640
0,19,69
0,20,1394
0,21,2338
0,22,368
0,23,2556
0,24,1870
0,25,128
0,26,117
0,27,1385
0,28,138
0,29,177
0,30,412
0,31,74
0,32,273
0,33,144
0,34,2251
0,35,320
0,36,354
0,37,87
0,38,1539
0,39,85
0,40,252
0,41,380
0,42,2601
0,43,661
0,44,270
0,45,2621
0,46,555
0,47,619
0,48,541
0,49,421
0,50,203
0,51,1045
0,52,418
0,53,478
0,54,196
0,55,344
0,56,343
0,57,967
0,58,462
0,59,1280
0,60,792
0,61,71
0,62,216
0,63,538
0,64,135
0,65,525
0,66,1158
0,67,623
0,68,204
0,69,1045
0,70,394
0,71,247
0,72,357
0,73,57
0,74,1731
0,75,144
0,76,995
0,77,252
0,78,2584
0,79,397
0,80,114
0,81,64
0,82,459
0,83,2297
0,84,1143
0,85,329
0,86,1152
0,87,1082
0,88,39
0,89,500
0,90,160
0,91,230
0,92,274
1,0,189
1,2,194
1,3,1634
1,4,66
1,5,64
1,6,235
1,7,504
1,8,372
1,9,354
1,10,763
1,11,503
1,12,180
1,13,1152
1,14,58
1,15,1660
1,16,784
1,17,273
1,18,687
1,19,50
1,20,412
1,21,1360
1,22,135
1,23,1211
1,24,1443
1,25,429
1,26,60
1,27,696
1,28,153
1,29,127
1,30,146
1,31,67
1,32,69
1,33,739
1,34,634
1,35,248
1,36,174
1,37,68
1,38,476
1,39,313
1,40,1118
1,41,128
1,42,578
1,43,394
1,44,184
1,45,1318
1,46,393
1,47,340
1,48,717
1,49,109
1,50,329
1,51,282
1,52,629
1,53,810
1,54,129
1,55,130
1,56,139
1,57,650
1,58,370
1,59,620
1,60,546
1,61,48
1,62,275
1,63,188
1,64,100
1,65,121
1,66,624
1,67,624
1,68,543
1,69,362
1,70,111
1,71,254
1,72,151
1,73,39
1,74,827
1,75,217
1,76,467
1,77,110
1,78,1420
1,79,704
1,80,110
1,81,38
1,82,540
1,83,1589
1,84,1019
1,85,211
1,86,925
1,87,1338
1,88,35
1,89,326
1,90,292
1,91,203
1,92,1209
2,0,485
2,1,194
2,3,2024
2,4,102
2,5,177
2,6,171
2,7,1745
2,8,160
2,9,1200
2,10,1893
2,11,1916
2,12,2532
2,13,1811
2,14,65
2,15,2765
2,16,1838
2,17,333
2,18,1036
2,19,160
2,20,1695
2,21,3126
2,22,579
2,23,3581
2,24,2201
2,25,103
2,26,81
2,27,1288
2,28,101
2,29,171
2,30,2108
2,31,231
2,32,171
2,33,101
2,34,1485
2,35,559
2,36,274
2,37,54
2,38,1900
2,39,154
2,40,206
2,41,251
2,42,1483
2,43,666
2,44,541
2,45,3682
2,46,504
2,47,720
2,48,682
2,49,279
2,50,404
2,51,1202
2,52,306
