0,1,1236
0,2,312
0,3,17454
0,4,472
0,5,2368
0,6,1256
0,7,781
0,8,2619
0,9,2546
0,10,9345
0,11,6073
0,12,668
0,13,1277
0,14,8963
0,15,1608
0,16,20358
0,17,330
0,18,3817
0,19,15745
0,20,2546
0,21,23882
0,22,2302
0,23,276
0,24,1700
0,25,2437
0,26,11169
0,27,579
0,28,1778
0,29,4957
0,30,1816
0,31,9100
0,32,2118
0,33,1602
0,34,22942
0,35,23944
0,36,155
0,37,3140
1,0,1236
1,2,212
1,3,1101
1,4,107
1,5,379
1,6,87
1,7,384
1,8,248
1,9,286
1,10,1453
1,11,565
1,12,76
1,13,120
1,14,2028
1,15,1177
1,16,2515
1,17,61
1,18,162
1,19,1765
1,20,335
1,21,2398
1,22,147
1,23,54
1,24,178
1,25,420
1,26,1577
1,27,80
1,28,1736
1,29,348
1,30,226
1,31,1315
1,32,131
1,33,129
1,34,2468
1,35,2620
1,36,74
1,37,612
2,0,312
2,1,212
2,3,251
2,4,60
2,5,117
2,6,65
2,7,145
2,8,107
2,9,103
2,10,297
2,11,132
2,12,60
2,13,60
2,14,289
2,15,178
2,16,472
2,17,58
2,18,88
2,19,423
2,20,131
2,21,446
2,22,90
2,23,56
2,24,75
2,25,120
2,26,285
2,27,65
2,28,189
2,29,116
2,30,95
2,31,320
2,32,84
2,33,79
2,34,429
2,35,475
2,36,55
2,37,192
3,0,17454
3,1,1101
3,2,251
3,4,458
3,5,2184
3,6,1247
3,7,675
3,8,3541
3,9,2541
3,10,10676
3,11,4643
3,12,591
3,13,1292
3,14,8722
3,15,1630
3,16,17469
3,17,319
3,18,3500
3,19,15105
3,20,2100
3,21,20921
3,22,1686
3,23,343
3,24,1294
3,25,3215
3,26,9440
3,27,523
3,28,1636
3,29,3999
3,30,1758
3,31,9910
3,32,2010
3,33,1499
3,34,19593
3,35,20710
3,36,153
3,37,3328
4,0,472
4,1,107
4,2,60
4,3,458
4,5,112
4,6,132
4,7,91
4,8,178
4,9,118
4,10,366
4,11,454
4,12,119
4,13,182
4,14,999
4,15,143
4,16,746
4,17,90
4,18,183
4,19,439
4,20,97
4,21,826
4,22,99
4,23,63
4,24,100
4,25,127
4,26,228
4,27,98
4,28,198
4,29,151
4,30,118
4,31,317
4,32,151
4,33,117
4,34,740
4,35,761
4,36,61
4,37,161
5,0,2368
5,1,379
5,2,117
5,3,2184
5,4,112
5,6,190
5,7,247
5,8,328
5,9,3489
5,10,2123
5,11,962
5,12,141
5,13,198
5,14,2001
5,15,336
5,16,2811
5,17,93
5,18,539
5,19,3138
5,20,389
5,21,3661
5,22,327
5,23,73
5,24,350
5,25,468
5,26,1952
5,27,140
5,28,519
5,29,906
5,30,346
5,31,2177
5,32,254
5,33,557
5,34,3322
5,35,3480
5,36,89
5,37,675
6,0,1256
6,1,87
6,2,65
6,3,1247
6,4,132
6,5,190
6,7,82
6,8,223
6,9,235
6,10,910
6,11,515
6,12,168
6,13,365
6,14,575
6,15,106
6,16,919
6,17,123
6,18,640
6,19,948
6,20,173
6,21,1364
6,22,160
6,23,103
6,24,198
6,25,172
6,26,504
6,27,163
6,28,116
6,29,473
6,30,275
6,31,899
6,32,291
6,33,263
6,34,1201
6,35,1226
6,36,60
6,37,423
7,0,781
7,1,384
7,2,145
7,3,675
7,4,91
7,5,247
7,6,82
7,8,149
7,9,189
7,10,861
7,11,322
7,12,73
7,13,108
7,14,1040
7,15,397
7,16,1485
7,17,72
7,18,138
7,19,946
7,20,217
7,21,1281
7,22,123
7,23,61
7,24,111
7,25,259
7,26,906
7,27,75
7,28,405
7,29,239
7,30,188
7,31,772
7,32,105
7,33,102
7,34,1284
7,35,1387
7,36,60
7,37,416
8,0,2619
8,1,248
8,2,107
8,3,3541
8,4,178
8,5,328
8,6,223
8,7,149
8,9,381
8,10,1616
8,11,684
8,12,168
8,13,326
8,14,1355
8,15,502
8,16,3245
8,17,107
8,18,526
8,19,2334
8,20,443
8,21,2861
8,22,265
8,23,183
8,24,247
8,25,1013
8,26,1236
8,27,139
8,28,342
8,29,660
8,30,272
8,31,1540
8,32,568
8,33,251
8,34,2823
8,35,3019
8,36,68
8,37,592
9,0,2546
9,1,286
9,2,103
9,3,2541
9,4,118
9,5,3489
9,6,235
9,7,189
9,8,381
9,10,1976
9,11,1145
9,12,152
9,13,247
9,14,1963
9,15,276
9,16,3052
9,17,92
9,18,646
9,19,3476
9,20,313
9,21,4166
9,22,319
9,23,84
9,24,354
9,25,432
9,26,1997
9,27,154
9,28,399
9,29,1062
9,30,294
9,31,1986
9,32,292
9,33,839
9,34,3819
9,35,3979
9,36,75
9,37,630
10,0,9345
10,1,1453
10,2,297
10,3,10676
10,4,366
10,5,2123
10,6,910
10,7,861
10,8,1616
10,9,1976
10,11,2739
10,12,327
10,13,1015
10,14,8427
10,15,1300
10,16,10863
10,17,265
10,18,1757
10,19,11359
10,20,1420
10,21,12527
10,22,843
10,23,231
10,24,613
10,25,2741
10,26,6702
10,27,356
10,28,1899
10,29,1942
10,30,1388
10,31,12443
10,32,859
10,33,1026
10,34,12116
10,35,12928
10,36,144
10,37,3942
11,0,6073
11,1,565
11,2,132
11,3,4643
11,4,454
11,5,962
11,6,515
11,7,322
11,8,684
11,9,1145
11,10,2739
11,12,258
11,13,464
11,14,6829
11,15,647
11,16,9025
11,17,152
11,18,1382
11,19,6162
11,20,484
11,21,12939
11,22,803
11,23,103
11,24,930
11,25,581
11,26,4438
11,27,230
11,28,1126
11,29,1545
11,30,600
11,31,2289
11,32,756
11,33,857
11,34,11989
11,35,12173
11,36,96
11,37,798
12,0,668
12,1,76
12,2,60
12,3,591
12,4,119
12,5,141
12,6,168
12,7,73
12,8,168
12,9,152
12,10,327
12,11,258
12,13,205
12,14,285
12,15,73
12,16,603
12,17,94
12,18,289
12,19,622
12,20,127
12,21,796
12,22,193
12,23,73
12,24,156
12,25,112
12,26,270
12,27,121
12,28,73
12,29,308
12,30,134
12,31,329
12,32,221
12,33,158
12,34,687
12,35,707
12,36,59
12,37,157
13,0,1277
13,1,120
13,2,60
13,3,1292
13,4,182
13,5,198
13,6,365
13,7,108
13,8,326
13,9,247
13,10,1015
13,11,464
13,12,205
13,14,719
13,15,145
13,16,1097
13,17,147
13,18,418
13,19,1209
13,20,236
13,21,1455
13,22,178
13,23,110
13,24,207
13,25,347
13,26,622
13,27,188
13,28,154
13,29,389
13,30,239
13,31,1008
13,32,338
13,33,233
13,34,1348
13,35,1387
13,36,78
13,37,523
14,0,8963
14,1,2028
14,2,289
14,3,8722
14,4,999
14,5,2001
14,6,575
14,7,1040
14,8,1355
14,9,1963
14,10,8427
14,11,6829
14,12,285
14,13,719
14,15,2280
14,16,18994
14,17,171
14,18,1587
14,19,11414
14,20,1005
14,21,20552
14,22,896
14,23,141
14,24,734
14,25,1716
14,26,7707
14,27,313
14,28,4228
14,29,2027
14,30,1228
14,31,6577
14,32,820
14,33,1030
14,34,19377
14,35,20263
14,36,122
14,37,2319
15,0,1608
15,1,1177
15,2,178
15,3,1630
15,4,143
15,5,336
15,6,106
15,7,397
15,8,502
15,9,276
15,10,1300
15,11,647
15,12,73
15,13,145
15,14,2280
15,16,3066
15,17,73
15,18,215
15,19,1798
15,20,383
15,21,2727
15,22,186
15,23,67
15,24,175
15,25,478
15,26,1548
15,27,92
15,28,1592
15,29,389
15,30,278
15,31,1140
15,32,167
15,33,133
15,34,2760
15,35,2960
15,36,65
15,37,533
16,0,20358
16,1,2515
16,2,472
16,3,17469
16,4,746
16,5,2811
16,6,919
16,7,1485
16,8,3245
16,9,3052
16,10,10863
16,11,9025
16,12,603
16,13,1097
16,14,18994
16,15,3066
16,17,273
16,18,3338
16,19,21749
16,20,2371
16,21,35487
16,22,2246
16,23,219
16,24,1764
16,25,2660
16,26,18024
16,27,563
16,28,4357
16,29,5020
16,30,1694
16,31,10020
16,32,2064
16,33,1805
16,34,34559
16,35,36052
16,36,173
16,37,3339
17,0,330
17,1,61
17,2,58
17,3,319
17,4,90
17,5,93
17,6,123
17,7,72
17,8,107
17,9,92
17,10,265
17,11,152
17,12,94
17,13,147
17,14,171
17,15,73
17,16,273
17,18,133
17,19,308
17,20,94
17,21,349
17,22,71
17,23,65
17,24,74
17,25,129
17,26,179
17,27,83
17,28,68
17,29,132
17,30,99
17,31,310
17,32,125
17,33,97
17,34,333
17,35,343
17,36,56
17,37,178
18,0,3817
18,1,162
18,2,88
18,3,3500
18,4,183
18,5,539
18,6,640
18,7,138
18,8,526
18,9,646
18,10,1757
18,11,1382
18,12,289
18,13,418
18,14,1587
18,15,215
18,16,3338
18,17,133
18,19,2918
18,20,475
18,21,4345
18,22,558
18,23,132
18,24,497
18,25,347
18,26,1893
18,27,263
18,28,245
18,29,1348
18,30,573
18,31,1768
18,32,580
18,33,553
18,34,3760
18,35,3935
18,36,95
18,37,640
19,0,15745
19,1,1765
19,2,423
19,3,15105
19,4,439
19,5,3138
19,6,948
19,7,946
19,8,2334
19,9,3476
19,10,11359
19,11,6162
19,12,622
19,13,1209
19,14,11414
19,15,1798
19,16,21749
19,17,308
19,18,2918
19,20,1857
19,21,25295
19,22,2960
19,23,204
19,24,1149
19,25,2767
19,26,11508
19,27,483
19,28,2522
19,29,3644
19,30,1595
19,31,10792
19,32,2655
19,33,3207
19,34,23416
19,35,24731
19,36,161
19,37,3701
20,0,2546
20,1,335
20,2,131
20,3,2100
20,4,97
20,5,389
20,6,173
20,7,217
20,8,443
20,9,313
20,10,1420
20,11,484
20,12,127
20,13,236
20,14,1005
20,15,383
20,16,2371
20,17,94
20,18,475
20,19,1857
20,21,2442
20,22,348
20,23,84
20,24,243
20,25,385
20,26,1610
20,27,144
20,28,369
20,29,743
20,30,374
20,31,1551
20,32,271
20,33,168
20,34,2319
20,35,2484
20,36,71
20,37,583
21,0,23882
21,1,2398
21,2,446
21,3,20921
21,4,826
21,5,3661
21,6,1364
21,7,1281
21,8,2861
21,9,4166
21,10,12527
21,11,12939
21,12,796
21,13,1455
21,14,20552
21,15,2727
21,16,35487
21,17,349
21,18,4345
21,19,25295
21,20,2442
21,22,2581
21,23,253
21,24,2465
21,25,2802
21,26,20985
21,27,687
21,28,4186
21,29,6613
21,30,2110
21,31,11442
21,32,2283
21,33,2303
21,34,45569
21,35,46983
21,36,203
21,37,3727
22,0,2302
22,1,147
22,2,90
